album_id,album_name,album_type,artists,release_year,release_date,cover_album,total_tracks,available_markets,total_available_markets,album_uri
1Cm34zmpFv3JlFWhAKeHYe,Rock Anthems,album,Various Artists,2019,2019-10-25,https://i.scdn.co/image/17bacf7aca6a1c3fc04606a103f267e173e152fa,46,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:1Cm34zmpFv3JlFWhAKeHYe
4jjp8jYxe3krFYeOnJxfNx,Monster Millennium Hits,album,Various Artists,2019,2019-10-25,https://i.scdn.co/image/ab67616d0000b273c31a6fc1b8d4545d07ad9d80,20,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:4jjp8jYxe3krFYeOnJxfNx
6KToKw0CRf4XPJNAi11utr,Meme Songs,album,Various Artists,2019,2019-10-25,https://i.scdn.co/image/eb68e5394a4805962bf56d974f64e9ad53d230a0,26,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:6KToKw0CRf4XPJNAi11utr
0oMHEiOI8FROtEQM1QTCVB,Throwback Thursday Mix Vol. 4,album,Various Artists,2019,2019-10-25,https://i.scdn.co/image/3832f6225226f7ca041a243643b997ae6cb70b93,50,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:0oMHEiOI8FROtEQM1QTCVB
37xZuo5P2QN8qL5FWZONAh,Rewind 2000's,album,Various Artists,2019,2019-11-08,https://i.scdn.co/image/d3ce639a7d44f01d40d60a95a77a9beeefc33820,30,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:37xZuo5P2QN8qL5FWZONAh
4Uxi0d6369imRtPjLjLGim,Throwback Thursday Mix Vol. 5,album,Various Artists,2019,2019-11-08,https://i.scdn.co/image/77e40da5a0f9a6676a1c4bb42e07b64014bc476d,50,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:4Uxi0d6369imRtPjLjLGim
7sUPHO4ODgwtHs9ohwgc3p,Soirée Halloween 2019,album,Various Artists,2019,2019-11-08,https://i.scdn.co/image/d30ddaf9b6a2726234594aadfb276bbfcd3e3854,24,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:7sUPHO4ODgwtHs9ohwgc3p
6jWGTM4Zlg2RDD4QkupsQu,Night Songs,album,Various Artists,2019,2019-11-08,https://i.scdn.co/image/a3d6b647de15ce831c7e1123add51a41c1daf2ad,26,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:6jWGTM4Zlg2RDD4QkupsQu
1hLj5TFdTdo8xxYES9CHSO,Cold & Lonely Nights,album,Various Artists,2019,2019-11-08,https://i.scdn.co/image/06fb072a34d4cfa9cc7f8da11bc3c140a1b79665,25,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:1hLj5TFdTdo8xxYES9CHSO
286nxxKXABBCD61G8JfXXb,Greatest Hits,compilation,Various Artists,2019,2019-11-15,https://i.scdn.co/image/2adcec32a93e56b891194a0aa80d3523bcebf1a2,63,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:286nxxKXABBCD61G8JfXXb
053OECifPxrpiOKbiaP5Nm,The Chain,single,Evanescence,2019,2019-11-22,https://i.scdn.co/image/0123256dd623e1e33af9f783b6b6aca01c491e0b,1,"AD,AE,AT,AU,BE,BG,BH,CH,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GR,HK,HU,ID,IE,IL,IN,IS,IT,JO,KW,LB,LI,LT,LU,LV,MA,MC,MT,MY,NL,NO,NZ,OM,PH,PL,PT,QA,RO,SA,SE,SG,SK,TH,TN,TR,TW,VN,ZA",58,spotify:album:053OECifPxrpiOKbiaP5Nm
06lCOYQj86ep2FQ5E7zfJg,The Chain (From Gears 5),single,Evanescence,2019,2019-11-22,https://i.scdn.co/image/484521305e709ebc0e19f299ce3a8baece2ef356,1,JP,1,spotify:album:06lCOYQj86ep2FQ5E7zfJg
1QgqZD9a32WpKpVQjmfCZO,"The Chain (From ""Gears 5"")",single,Evanescence,2019,2019-11-22,https://i.scdn.co/image/3df44929730d9c0f32da0d20ea82715ce48fce86,1,"AR,BO,BR,CA,CL,CO,CR,DO,EC,GT,HN,MX,NI,PA,PE,PY,SV,US,UY",19,spotify:album:1QgqZD9a32WpKpVQjmfCZO
6MteKuwDRDPwH9n6mKy1iz,Halloween,album,Various Artists,2019,2019-11-29,https://i.scdn.co/image/7d9f1a17fc4e6596a437da2e6e6735738216fd37,27,"AT,CH,DE",3,spotify:album:6MteKuwDRDPwH9n6mKy1iz
0jpoYCEF9y14GDcinqiaQF,Rock 2019,album,Various Artists,2019,2019-12-06,https://i.scdn.co/image/948d7abd1b19fbe6fb49f0fccc5237610db5322b,45,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:0jpoYCEF9y14GDcinqiaQF
3yzUFutpvBhRXXiUDnoHGx,NOW Rock Air Guitar Anthems,album,Various Artists,2019,2019-12-13,https://i.scdn.co/image/0c1f3957e24a18082fc0d18f89dd3332b271aa9a,21,"AE,AR,AT,AU,BE,BH,BO,BR,CA,CH,CL,CO,CR,CY,DE,DK,DO,DZ,EC,EG,ES,FI,FR,GB,GR,GT,HK,HN,ID,IE,IL,IN,IS,IT,JP,KW,LB,LU,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PT,PY,QA,SA,SE,SG,SV,TH,TR,TW,US,UY,VN,ZA",64,spotify:album:3yzUFutpvBhRXXiUDnoHGx
5McDJv39NNylSTz1zndmOK,Class Of '03,compilation,Various Artists,2019,2019-12-20,https://i.scdn.co/image/b1f9a74e273a1bf6a56174c2cfadff0f40b89033,20,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:5McDJv39NNylSTz1zndmOK
2lxJJ1Gk0hluNYqBlemlb4,"Sex, Drugs, Rock 'N' Roll",compilation,Various Artists,2019,2019-12-20,https://i.scdn.co/image/175fae59f0e8c590673ad1c5f2e0b7a9acde69b9,30,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:2lxJJ1Gk0hluNYqBlemlb4
586OXLypFOkQ2FdMCOzZ5N,Emo Classics,compilation,Various Artists,2019,2019-12-20,https://i.scdn.co/image/e4f4077715d7b160dcb93095c13dc7fd398ecb60,19,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:586OXLypFOkQ2FdMCOzZ5N
3UFmuem4lGUTSS5Oye9uqq,big sad,compilation,Various Artists,2019,2019-12-20,https://i.scdn.co/image/2d16ae4e255e9e37507faae20eb20d0224a5c678,24,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:3UFmuem4lGUTSS5Oye9uqq
7H1kjRJpRaBEiby6nOgrkz,Sad Music,album,Various Artists,2020,2020-01-03,https://i.scdn.co/image/3fb8b0ddec1ac95f6c886ce720332ee1ea28cda6,29,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:7H1kjRJpRaBEiby6nOgrkz
53RP1ZPLTpJ2HHsSr6od6S,Sad Songs Sing-Along,compilation,Various Artists,2020,2020-01-03,https://i.scdn.co/image/c376ebd55a35f63c8df65d1d65ca7105a9564b5d,20,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:53RP1ZPLTpJ2HHsSr6od6S
0x8eHYxy44gViOqnOSEg9m,Nostalgia 2000's,compilation,Various Artists,2020,2020-01-03,https://i.scdn.co/image/a00c937d52adbdf30460a6b40f960fb11e430333,36,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:0x8eHYxy44gViOqnOSEg9m
0IpuHl2S3rACtra5VzOfFr,2000's Nostalgia,compilation,Various Artists,2020,2020-01-31,https://i.scdn.co/image/ab67616d0000b27351a008a4adfb33a63ba67825,34,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:0IpuHl2S3rACtra5VzOfFr
