album_id,album_name,album_type,artists,release_year,release_date,cover_album,total_tracks,available_markets,total_available_markets,album_uri
0CHgu3JbE3Y0XQSejmQqLU,Evanescence (Deluxe Version),album,Evanescence,2011,2011-01-01,https://i.scdn.co/image/660b8cc102ad45e105f8c591c7175bf96534ad01,16,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",79,spotify:album:0CHgu3JbE3Y0XQSejmQqLU
2hfaqbY4mY9JL2i0zfialy,Underworld Awakening (Original Motion Picture Soundtrack),compilation,Various Artists,2012,2012-01-17,https://i.scdn.co/image/ab67616d0000b27337f6c9e33821fe5965f58dca,17,"CA,US",2,spotify:album:2hfaqbY4mY9JL2i0zfialy
4eXolm0tNOLblagTVn6Wgy,Avengers Assemble (International Version),compilation,Various Artists,2012,2012-05-01,https://i.scdn.co/image/ab67616d0000b273caf88b4e571e541b9f699c3a,13,"AD,AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,EC,EE,ES,FI,GR,GT,HK,HN,HU,ID,IL,IN,IS,IT,JP,LT,LU,LV,MC,MT,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,UY,VN,ZA",60,spotify:album:4eXolm0tNOLblagTVn6Wgy
1rlLAIUGebTGikzzGBkQ0F,Teenage Dirtbags,compilation,Various Artists,2013,2013-01-01,https://i.scdn.co/image/5100c40823e0aae3fbd9038cb462b74210f720dc,44,"GB,IE",2,spotify:album:1rlLAIUGebTGikzzGBkQ0F
4D10Iig1KomfsGz31wBZoX,Hits Forever - Greatest Love Songs,compilation,Various Artists,2013,2013-01-01,https://i.scdn.co/image/cd4c0c080d5f2d5ed22c4f3b53383aca7d20535a,20,IN,1,spotify:album:4D10Iig1KomfsGz31wBZoX
76BX9WcjIOs7iOTZXxqp52,MNM Love Songs Vol.4,compilation,Various Artists,2014,2014-01-01,https://i.scdn.co/image/4f199ccc27f244945cfa1c1217f9f01f118d2aa0,40,"BE,LU",2,spotify:album:76BX9WcjIOs7iOTZXxqp52
55VNOaV0zcQqGSrjOBHKVG,Lost Whispers,album,Evanescence,2016,2016-01-01,https://i.scdn.co/image/5cc5773196912b58bb4d0ff434ad879f09898818,12,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",79,spotify:album:55VNOaV0zcQqGSrjOBHKVG
0P2m1IsAPVcRGmnBUTW8G7,Bring Me to Life (Synthesis),single,Evanescence,2017,2017-08-18,https://i.scdn.co/image/ab67616d0000b273fab9215ecb7f554852aa0143,1,"AD,AE,AT,AU,BE,BG,BH,CH,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GR,HK,HU,ID,IE,IL,IN,IS,IT,JO,KW,LB,LI,LT,LU,LV,MA,MC,MT,MY,NL,NO,NZ,OM,PH,PL,PT,QA,RO,SA,SG,SK,TH,TN,TR,TW,VN,ZA",57,spotify:album:0P2m1IsAPVcRGmnBUTW8G7
75txZS6Wt4fL3rFrrSJtzC,Bring Me To Life (Synthesis),single,Evanescence,2017,2017-08-18,https://i.scdn.co/image/ab67616d0000b2739157db1440aaf30f3d8fa78d,1,"AR,BO,BR,CA,CL,CO,CR,DO,EC,GT,HN,MX,NI,PA,PE,PY,SV,US,UY",19,spotify:album:75txZS6Wt4fL3rFrrSJtzC
5jZYa2Za6usEVssTFuIFY0,Bring Me To Life (Synthesis),single,Evanescence,2017,2017-09-01,https://i.scdn.co/image/cf6c12b472831b8b2397be6a0008cc6d139b2205,1,JP,1,spotify:album:5jZYa2Za6usEVssTFuIFY0
0IOH9SFPWkoggrv6T0fjO3,Imperfection,single,Evanescence,2017,2017-09-15,https://i.scdn.co/image/ab67616d0000b273d543e261efc6d73150f296cd,1,"AD,AT,AU,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GR,HK,HU,ID,IE,IL,IN,IS,IT,LI,LT,LU,LV,MA,MC,MT,MY,NL,NO,NZ,PH,PL,PT,RO,SG,SK,TH,TN,TR,TW,VN,ZA",49,spotify:album:0IOH9SFPWkoggrv6T0fjO3
5CJaHXc24NUCxl1NTDoiXZ,Lacrymosa,single,Evanescence,2017,2017-10-27,https://i.scdn.co/image/ab67616d0000b27331fcb2ee93f1b174c0902836,1,"AD,AT,AU,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GR,HK,HU,ID,IE,IL,IN,IS,IT,LI,LT,LU,LV,MA,MC,MT,MY,NL,NO,NZ,PH,PL,PT,RO,SG,SK,TH,TN,TR,TW,VN,ZA",49,spotify:album:5CJaHXc24NUCxl1NTDoiXZ
78S8Z3EOl7hbzePSH4GQyF,Synthesis,album,Evanescence,2017,2017-11-08,https://i.scdn.co/image/ef1c21ca628a5f82986728a14c9b54949c189060,16,JP,1,spotify:album:78S8Z3EOl7hbzePSH4GQyF
3kGK5hw7ldSXMOg8tTwHJK,Synthesis,album,Evanescence,2017,2017-11-10,https://i.scdn.co/image/ab67616d0000b273df572320cd13f0ad58f8f42b,16,"AD,AT,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GR,HU,IE,IL,IS,IT,LI,LT,LU,LV,MA,MC,MT,NL,NO,PL,PT,RO,SE,SK,TN,TR,ZA",39,spotify:album:3kGK5hw7ldSXMOg8tTwHJK
30XHtkoW2UpzScXmEq34GA,Hi-Lo (Radio Edit),single,Evanescence,2018,2018-06-08,https://i.scdn.co/image/ab67616d0000b273e1a2c84e60b182ca208307ca,1,"AD,AT,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,ES,FI,FR,GB,GR,HU,IE,IL,IS,IT,LI,LT,LU,LV,MA,MC,MT,NL,NO,PL,PT,RO,SE,SK,TN,TR,ZA",38,spotify:album:30XHtkoW2UpzScXmEq34GA
2ZdOV9vcsIqhCdZsUk0xZf,Hi-Lo (feat. Lindsey Stirling),single,Evanescence,2018,2018-06-08,https://i.scdn.co/image/ab67616d0000b27399c16ee34655b1c420dbe130,1,"AR,BO,BR,CA,CL,CO,CR,DO,EC,GT,HN,MX,NI,PA,PE,PY,SV,US,UY",19,spotify:album:2ZdOV9vcsIqhCdZsUk0xZf
1AQGra8TF7PX94whCy7tsY,Halloween Party,compilation,Various Artists,2018,2018-10-19,https://i.scdn.co/image/ab67616d0000b27358497e1b7261e0f350e572af,22,"AR,AT,AU,BO,BR,CA,CH,CL,CO,CR,DE,DK,DO,EC,ES,FI,FR,GB,GT,HN,MX,NI,NO,PA,PE,PY,SE,SV,US,UY",30,spotify:album:1AQGra8TF7PX94whCy7tsY
12NBjimNnuWAP0OXIlwyrZ,Synthesis Live,album,Evanescence,2018,2018-12-14,https://i.scdn.co/image/ab67616d0000b273d7d7b2503d4ac3964cc87a5b,16,"AD,AE,AT,AU,BE,BG,BH,CH,CY,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GR,HK,HU,ID,IE,IL,IN,IS,IT,JO,KW,LB,LI,LT,LU,LV,MA,MC,MT,MY,NL,NO,NZ,OM,PH,PL,PT,QA,RO,SA,SE,SG,SK,TH,TN,TR,TW,VN,ZA",58,spotify:album:12NBjimNnuWAP0OXIlwyrZ
2gbaEKe5rqHNmatEWPoDUu,00s Anthems,compilation,Various Artists,2019,2019-03-15,https://i.scdn.co/image/ab67616d0000b2736b7821512397334feb8dad12,47,"AR,AT,AU,BO,BR,CA,CH,CL,CO,CR,DE,DK,EC,ES,FI,FR,GB,GT,HN,MX,NI,NO,PA,PE,PY,SE,SV,US,UY",29,spotify:album:2gbaEKe5rqHNmatEWPoDUu
2WRPvkpgmkC26Gqaw2xN4G,Winter Is Here,compilation,Various Artists,2019,2019-04-12,https://i.scdn.co/image/ab67616d0000b273d1b3659161e5b16c1f8d9b4e,52,"AR,AT,AU,BO,BR,CA,CH,CL,CO,CR,DE,DK,EC,ES,FI,FR,GB,GT,HN,MX,NI,NO,PA,PE,PY,SE,SV,US,UY",29,spotify:album:2WRPvkpgmkC26Gqaw2xN4G
4Vvpp97X7j02Zk9nQDrdvJ,Winter Is Coming,compilation,Various Artists,2019,2019-04-12,https://i.scdn.co/image/ab67616d0000b273ca11655d72728a02f49f92ec,52,"AR,AT,AU,BO,BR,CA,CH,CL,CO,CR,DE,DK,EC,ES,FI,FR,GB,GT,HN,MX,NI,NO,PA,PE,PY,SE,SV,US,UY",29,spotify:album:4Vvpp97X7j02Zk9nQDrdvJ
6r4f5B7hDTYwRKR6qGo6qo,00s Rock,compilation,Various Artists,2019,2019-05-17,https://i.scdn.co/image/ab67616d0000b273a7c048fc60a9cef6eac0ddd2,36,"AR,AT,AU,BO,BR,CA,CH,CL,CO,CR,DE,DK,EC,ES,FI,FR,GB,GT,HN,MX,NI,NO,PA,PE,PY,SE,SV,US,UY",29,spotify:album:6r4f5B7hDTYwRKR6qGo6qo
6CZrEIo3Zz7ID0cE7iILl2,00s Pop,compilation,Various Artists,2019,2019-06-21,https://i.scdn.co/image/ab67616d0000b2730b425c1a982f5610457a9065,36,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:6CZrEIo3Zz7ID0cE7iILl2
6xobTZNBbeDDHCXVqYgjNK,00s Music,compilation,Various Artists,2019,2019-06-21,https://i.scdn.co/image/ab67616d0000b273db688baae832193be829f810,55,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:6xobTZNBbeDDHCXVqYgjNK
66TzFI9NUig9AnbDlY49fi,Alt Throwback,compilation,Various Artists,2019,2019-06-28,https://i.scdn.co/image/ab67616d0000b2736cee7e4b955dca0fc5fccc9e,26,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:66TzFI9NUig9AnbDlY49fi
7p3J3jwjcXgvz8Aqd9LZrL,00s Top Rock,compilation,Various Artists,2019,2019-07-05,https://i.scdn.co/image/ab67616d0000b273b4689add7081ea34d856fd4e,50,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:7p3J3jwjcXgvz8Aqd9LZrL
54VeuILXLcZMmJe6YG1X06,Teenage Dirtbag Skate Rock,compilation,Various Artists,2019,2019-07-12,https://i.scdn.co/image/ab67616d0000b27371923c9e7ddd019c46f94b40,30,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:54VeuILXLcZMmJe6YG1X06
6His9gNlruPcLPMB3EzkPT,Mellow Rock,compilation,Various Artists,2019,2019-07-19,https://i.scdn.co/image/ab67616d0000b2739efe8fb85040d25c2db1a89d,28,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:6His9gNlruPcLPMB3EzkPT
0XuhTDe4zV2NeufbpmsBes,Top Pop Rock,compilation,Various Artists,2019,2019-07-26,https://i.scdn.co/image/ab67616d0000b273b18b72c6df1d06f8554d1c9b,42,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:0XuhTDe4zV2NeufbpmsBes
09SaFiWfmNLBPtC5FyH567,Back To School,compilation,Various Artists,2019,2019-07-26,https://i.scdn.co/image/501f9cbf28973b040c6653057ef22ec094013535,26,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:09SaFiWfmNLBPtC5FyH567
6v68oJEGbakd1s7K1LXDUe,Stripped Down Hits,compilation,Various Artists,2019,2019-08-02,https://i.scdn.co/image/ab67616d0000b273a5e826d24b076eab7ff3b75e,30,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:6v68oJEGbakd1s7K1LXDUe
693A9RtWyZlWc7Il4w7iSm,Memes For Teens,compilation,Various Artists,2019,2019-08-09,https://i.scdn.co/image/ab67616d0000b273b8c14427c9b0edcadb8de40a,20,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:693A9RtWyZlWc7Il4w7iSm
3wOvm15NeID1mAqcT5R1OF,2000's Kids,compilation,Various Artists,2019,2019-08-16,https://i.scdn.co/image/ab67616d0000b2739cf200d74331060c70702ddc,25,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:3wOvm15NeID1mAqcT5R1OF
5QXHEmrzHWEMuEv4pfdVCV,00s Mixtape Vol. 1,album,Various Artists,2019,2019-08-23,https://i.scdn.co/image/f257b8f3bb87364361b138c7941f9fd6f89ddd1e,49,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:5QXHEmrzHWEMuEv4pfdVCV
6nIQVkL2OlugxAIQVugdmn,Punk Rock 90's & 00's,compilation,Various Artists,2019,2019-08-30,https://i.scdn.co/image/59496ddeb1d0446dbedd36a249f99bf7ceb4b5b1,28,"AR,AT,AU,BE,BG,BO,BR,CA,CH,CL,CO,CR,CZ,DE,DK,EC,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IN,IT,JP,MX,MY,NI,NL,NO,NZ,PA,PE,PH,PL,PT,PY,RO,SE,SG,SK,SV,TH,TR,TW,US,UY,ZA",53,spotify:album:6nIQVkL2OlugxAIQVugdmn
4zo0GpI4ydhGVhZon21uE6,Emo/Pop Rock Anos 2000,album,Various Artists,2019,2019-09-20,https://i.scdn.co/image/fce8fcec951a16c9edd9b7a2725283f11cbc022f,20,"AR,BO,BR,CL,CO,CR,EC,GT,HN,MX,NI,PA,PE,PY,SV,UY",16,spotify:album:4zo0GpI4ydhGVhZon21uE6
7BU1MiHemFcQKn3xEn7cOz,Halloween 2019,compilation,Various Artists,2019,2019-09-27,https://i.scdn.co/image/52264d17c6a67d81208c28665435053d254dcf8b,38,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:7BU1MiHemFcQKn3xEn7cOz
2uX8vuhVKDOKwqJoUeBQTh,Halloween Mix,compilation,Various Artists,2019,2019-09-27,https://i.scdn.co/image/5c9d3d6c06aa541db3b0c98e686398752a0d22ae,39,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:2uX8vuhVKDOKwqJoUeBQTh
3CPeuuTbZ2x9nAIUMfaJ8Z,Halloween Party,compilation,Various Artists,2019,2019-09-27,https://i.scdn.co/image/dd09a143fa936c4f12b4d8e38096ccee35174947,28,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:3CPeuuTbZ2x9nAIUMfaJ8Z
4hrtczCTsfNDHFwVOVYuxz,Halloween Songs,compilation,Various Artists,2019,2019-09-27,https://i.scdn.co/image/fb68c94981894bc84aea2e766b81a7f2d980e258,34,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:4hrtczCTsfNDHFwVOVYuxz
4CmPFCuDPQoC0h48CmxXtx,Emos Not Dead,compilation,Various Artists,2019,2019-10-11,https://i.scdn.co/image/17e239ac15a71b5e387bb68737399a8d0cb72743,21,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:4CmPFCuDPQoC0h48CmxXtx
0Wo1E6xjtogsprOfFot4Se,Throwback Thursday Mix Vol. 2,compilation,Various Artists,2019,2019-10-11,https://i.scdn.co/image/8877b2112749e44a598b71d502c848dd7445954c,50,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:0Wo1E6xjtogsprOfFot4Se
6YUdCuDBFQP2Aj6KMdnvjH,Throwback Thursday Mix Vol. 3,album,Various Artists,2019,2019-10-18,https://i.scdn.co/image/d229933543297c2fe7ec9986e571feafb20538df,50,"AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JP,KW,LB,LT,LU,LV,MA,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TR,TW,US,UY,VN,ZA",73,spotify:album:6YUdCuDBFQP2Aj6KMdnvjH
