album_name,album_release_date,album_release_year,track_id,track_name,track_duration,track_popularity,track_preview,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,0MjpnYTE8uUyOsk5fPRM8t,sinead   live 2012,260839,0,https://p.scdn.co/mp3-preview/9173057fa44f56fcdadfd72ac8f512034a9d5d91?cid=63a77ff40e794a12ae216a18befde98c,0.449,0.879,11,-5.477,0,0.0502,0.00606,0.0,0.985,0.195,116.975
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,04M5GATwXg8rN8SV1UBctu,the promise   live 2012,490666,0,https://p.scdn.co/mp3-preview/f8c34545d15871f3e4051e2c611cc70cb29db0fa?cid=63a77ff40e794a12ae216a18befde98c,0.24,0.831,6,-5.999,0,0.0634,0.017,0.00404,0.994,0.0726,159.99
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,0qGw5PDv4OFyWFM2tIYdhQ,mother earth   live 2012,333800,0,https://p.scdn.co/mp3-preview/8180b5a67b620280bee51adc9b1b5b7bbcc2cdcc?cid=63a77ff40e794a12ae216a18befde98c,0.232,0.818,1,-5.918,0,0.0503,0.0047,0.0168,0.793,0.141,105.021
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,4rtxm0nDEvuGTEtUE00zAY,ice queen   live 2012,294253,0,https://p.scdn.co/mp3-preview/8d48d288c0a61dedb5f5c4788ad7437a60b6b23e?cid=63a77ff40e794a12ae216a18befde98c,0.257,0.887,8,-5.717,0,0.0606,0.00379,1.22e-05,0.99,0.337,185.124
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,5LpwNKQ7ei0pyeO7aROU6g,stairway to the skies   live 2012,381933,0,https://p.scdn.co/mp3-preview/5962e58a615c8b377b0f8d916ad7b595b7c95f38?cid=63a77ff40e794a12ae216a18befde98c,0.345,0.855,7,-5.29,1,0.0451,0.0242,0.0,0.991,0.209,81.025
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,0Bh90oxZ0HZszct7j9Cv92,let us burn   live 2014,324733,0,https://p.scdn.co/mp3-preview/3ef7ebd384571bd01f73679d13b202e3cbe7e667?cid=63a77ff40e794a12ae216a18befde98c,0.501,0.879,6,-4.213,0,0.0542,0.043,0.0,0.902,0.403,103.002
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,3hboiPb6V5L1H5JCmW2hn1,paradise (what about us?)   live 2014,323986,1,https://p.scdn.co/mp3-preview/3c1f8fc1f480241b2083228d4bae261bfadde37a?cid=63a77ff40e794a12ae216a18befde98c,0.414,0.941,4,-3.388,0,0.0819,0.00943,0.0,0.972,0.272,134.998
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,0JNk4pPss2rWXSNqUTTivr,faster   live 2014,262066,0,https://p.scdn.co/mp3-preview/b251d0e8e087de36af9a4be7dc06c683c81b5cc6?cid=63a77ff40e794a12ae216a18befde98c,0.495,0.944,9,-3.743,1,0.076,0.00616,6.68e-05,0.984,0.363,119.946
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,1nEIp2XBRn8eR37qNDzLkq,iron   live 2014,337626,0,https://p.scdn.co/mp3-preview/8ac3974afeec49d80fe0dc2f17fc7f5e27680ed9?cid=63a77ff40e794a12ae216a18befde98c,0.26,0.97,11,-3.429,0,0.0957,0.000732,0.00157,0.987,0.164,132.076
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,2z0DkQabzz81SnKLifvOSQ,edge of the world   live 2014,299933,0,https://p.scdn.co/mp3-preview/2bdbee1464127975a2dd07ff7549ad3c985f2d97?cid=63a77ff40e794a12ae216a18befde98c,0.386,0.667,4,-6.454,0,0.046,0.251,0.000205,0.798,0.227,126.957
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,6qoUBtljy1Na6ZDBfNLmkc,in the middle of the night   live 2014,314400,2,https://p.scdn.co/mp3-preview/ff818ef095c0861c27b58a483512363a553c2515?cid=63a77ff40e794a12ae216a18befde98c,0.477,0.953,0,-3.778,0,0.0574,0.00307,0.0,0.99,0.246,100.003
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,79XHJtCQztcSkyh6Tt6ps9,dangerous   live 2014,291773,2,https://p.scdn.co/mp3-preview/945183bec7915231f5dcf20cf8f65ec43c781772?cid=63a77ff40e794a12ae216a18befde98c,0.505,0.979,2,-3.801,0,0.0841,0.00217,0.0,0.978,0.134,128.027
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,301osYEEEVs4EQNXZXStCi,and we run   live 2014,236746,0,https://p.scdn.co/mp3-preview/3789af5d464b633fd085466f07da7db3e6e100e5?cid=63a77ff40e794a12ae216a18befde98c,0.51,0.865,9,-4.793,1,0.0431,0.19,3.06e-05,0.679,0.451,129.013
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,5xv6O2mYTGlOWG1kC6y1DE,stand my ground   live 2014,318706,0,https://p.scdn.co/mp3-preview/1f02dbb2b260a077948bd034bed160ae5a0c078d?cid=63a77ff40e794a12ae216a18befde98c,0.408,0.756,5,-5.558,0,0.0636,0.0526,1.67e-06,0.946,0.31,87.308
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,6fDSRi0NHAdzz5i0tMhdBg,covered by roses   live 2014,312853,2,https://p.scdn.co/mp3-preview/e699eabe798b9f8a8d6563778d6823bbefbc30b8?cid=63a77ff40e794a12ae216a18befde98c,0.526,0.881,4,-4.903,0,0.0541,0.0105,0.0,0.639,0.365,120.943
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,4AGvpPSEjveEbC0D9SLj8m,mother earth   live 2014,350040,0,https://p.scdn.co/mp3-preview/a7fd4440a3209d156175dc3f4cc927aa2bcf06cc?cid=63a77ff40e794a12ae216a18befde98c,0.211,0.83,6,-4.793,0,0.0466,0.00387,0.0115,0.785,0.129,92.94
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,6qKfAePcFoupMto4stC2ia,what have you done   live 2014,302480,0,https://p.scdn.co/mp3-preview/21363e478aee6a564baefb683050b2748f021fe2?cid=63a77ff40e794a12ae216a18befde98c,0.426,0.896,6,-4.44,0,0.0412,0.016,0.0,0.956,0.376,85.928
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,2iTZHWaWEDrSnnMx6DNgJM,silver moonlight   live 2014,342293,0,https://p.scdn.co/mp3-preview/fd39ab60e98e31b07dc139555be961fe9144be0b?cid=63a77ff40e794a12ae216a18befde98c,0.241,0.916,4,-4.819,0,0.0923,0.00318,0.0,0.747,0.189,100.091
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,3xeP18fskKxVgrXda2sOpU,whole world is watching   live 2014,182266,0,https://p.scdn.co/mp3-preview/b024f264ab52e54899ba95572c84dd4f0b6bda4c?cid=63a77ff40e794a12ae216a18befde98c,0.572,0.454,8,-9.954,1,0.0574,0.9,1.22e-06,0.723,0.58,107.959
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,1RFY2QlDr5Q9zZm9lrB3W0,sinead   live 2014,201720,0,https://p.scdn.co/mp3-preview/8df9bc4d94700a4d1badb41447e327e3b5e6e5da?cid=63a77ff40e794a12ae216a18befde98c,0.581,0.424,11,-8.66,0,0.0323,0.833,6.75e-06,0.214,0.232,121.283
Let Us Burn - Elements & Hydra Live In Concert,2014-11-12,2014,3A2N8g353n9fLhIWwPGWDw,ice queen   live 2014,305600,0,https://p.scdn.co/mp3-preview/64bb41cb88368939f1087743c0a598b72547f8aa?cid=63a77ff40e794a12ae216a18befde98c,0.496,0.846,8,-4.22,0,0.0401,0.0133,1.3e-06,0.961,0.415,92.499
Resist (Extended Deluxe),2019-02-01,2019,6XnPopwCZ6odHVVqMsllL5,the reckoning,251106,56,,0.31,0.825,1,-4.53,1,0.0563,0.00356,0.0,0.641,0.475,89.885
Resist (Extended Deluxe),2019-02-01,2019,5uDWqYSiWqWTXK9CbAKIA8,endless war,249360,51,,0.452,0.865,3,-4.502,0,0.0511,0.00212,0.0,0.281,0.26,144.988
Resist (Extended Deluxe),2019-02-01,2019,0lNhWQBiA483reJSVovSWF,raise your banner,334360,50,,0.383,0.889,1,-6.784,1,0.0986,0.000269,0.000491,0.104,0.322,173.983
Resist (Extended Deluxe),2019-02-01,2019,4GBbBy05LoSveNxjKxj26m,supernova,336080,54,,0.203,0.928,4,-4.838,0,0.0823,0.00327,0.0,0.355,0.41,95.298
Resist (Extended Deluxe),2019-02-01,2019,3SkFSzZPVXbHSCnwk8fkB5,holy ground,250706,45,,0.489,0.898,0,-4.251,1,0.0676,0.00501,0.0,0.314,0.344,119.95
Resist (Extended Deluxe),2019-02-01,2019,7hMy31l6lbdSv8NG4U1LIj,in vain,264920,45,,0.439,0.95,5,-5.132,1,0.189,0.014,0.0,0.189,0.379,153.927
Resist (Extended Deluxe),2019-02-01,2019,4VjytZcsEsKk9jhBhtA89E,firelight,286906,42,,0.449,0.719,0,-5.741,1,0.037,0.211,0.00128,0.0848,0.307,106.841
Resist (Extended Deluxe),2019-02-01,2019,0tUWRioloZrqmq95DAMsOK,mad world,297413,47,,0.572,0.824,5,-5.464,0,0.0323,0.00203,2.66e-05,0.132,0.531,119.982
Resist (Extended Deluxe),2019-02-01,2019,7uWTPqNMZxXi6AgVh00OPz,mercy mirror,229026,46,,0.522,0.827,8,-4.926,1,0.0329,0.144,0.0,0.0805,0.422,134.058
Resist (Extended Deluxe),2019-02-01,2019,04zCVbEyf5qsFsaYvjTJLl,trophy hunter,351840,43,,0.474,0.908,6,-4.705,0,0.0464,0.00138,3e-06,0.348,0.367,91.986
Resist (Extended Deluxe),2019-02-01,2019,5FsTXjaLCxs40qq2UbKFI6,raise your banner   single edit,212586,42,,0.358,0.882,1,-6.101,1,0.117,0.000213,4.74e-05,0.385,0.5,174.008
Resist (Extended Deluxe),2019-02-01,2019,29vsDnQQcY7wEw6kewR86u,endless war   single edit,222911,38,,0.461,0.848,3,-4.598,0,0.0542,0.00569,0.0,0.257,0.248,145.049
Resist (Extended Deluxe),2019-02-01,2019,4u47xTUEsiAqKQALL7TPkc,firelight   single edit,230341,36,,0.492,0.652,0,-6.002,1,0.037,0.267,0.000139,0.0838,0.33,106.969
Resist (Extended Deluxe),2019-02-01,2019,5umpleUrgnGtrRfBLPVC5S,mad world   single edit,218250,37,,0.573,0.853,5,-5.059,0,0.0322,0.00169,0.000185,0.28,0.562,119.994
Resist (Extended Deluxe),2019-02-01,2019,2Ac8FPQ2iD8GB1W2OJXJRG,supernova   single edit,214984,36,,0.221,0.897,4,-5.149,0,0.0579,0.00266,0.0,0.312,0.518,95.551
Resist (Extended Deluxe),2019-02-01,2019,6BGOvD5upU8PhDBWFhlYZV,the reckoning   instrumental,251013,34,,0.449,0.805,1,-6.073,1,0.0425,5.24e-05,0.845,0.23,0.342,180.041
Resist (Extended Deluxe),2019-02-01,2019,4napTj9jPk5hpzKpTw1Jid,endless war   instrumental,249173,33,,0.604,0.741,3,-5.957,0,0.0293,0.000385,0.966,0.273,0.278,144.99
Resist (Extended Deluxe),2019-02-01,2019,54TLtZu0tu3HdCNmiIMUQ1,raise your banner   instrumental,333826,32,,0.432,0.891,1,-7.727,1,0.0544,0.00016,0.827,0.0993,0.387,173.969
Resist (Extended Deluxe),2019-02-01,2019,4xZmDgWuyv68lgvtAoGZgo,supernova   instrumental,333333,32,,0.228,0.897,4,-5.844,0,0.0443,0.000294,0.952,0.323,0.37,127.022
Resist (Extended Deluxe),2019-02-01,2019,5Jv35beiUtFwerKug3O1Wr,holy ground   instrumental,248893,31,,0.22,0.874,0,-6.264,1,0.0522,0.00054,0.788,0.429,0.216,150.12
Resist (Extended Deluxe),2019-02-01,2019,6PG3TDO0RfnZSJzdJaY0YU,in vain   instrumental,265360,31,,0.464,0.957,5,-6.553,1,0.0477,9.1e-05,0.608,0.277,0.42,154.022
Resist (Extended Deluxe),2019-02-01,2019,721suJ3bEr7EojcwCFyWrU,firelight   instrumental,286840,30,,0.331,0.586,2,-7.465,0,0.0412,0.0151,0.899,0.0849,0.19,106.928
Resist (Extended Deluxe),2019-02-01,2019,0Bv4YIlBJnwNpnFrRQCrrj,mad world   instrumental,297440,31,,0.551,0.756,5,-6.376,0,0.0304,0.00032,0.904,0.131,0.629,120.02
Resist (Extended Deluxe),2019-02-01,2019,2no5b2crZ3NbvbRrijC3xS,mercy mirror   instrumental,229240,31,,0.507,0.846,8,-6.682,1,0.0294,0.022,0.938,0.0781,0.496,134.054
Resist (Extended Deluxe),2019-02-01,2019,2WxOZ2BvDoqIN7KZJkpGDm,trophy hunter   instrumental,352266,31,,0.481,0.857,6,-6.0,0,0.0315,5.25e-05,0.763,0.318,0.503,92.018
